delivery_id,distribution_center_id,municipality,date,supply_type,quantity_requested,quantity_delivered,population_at_center,delivery_delay_hours,transport_mode,road_condition,weather_on_delivery_day,number_of_aid_workers,center_capacity
DEL-00215,IC-0089,Costa Sur,2025-09-16,Hygiene Kits,271,171,562,3.1,Truck,Yes,Clear,8,899
DEL-00216,IC-0099,Bahia Verde,2025-09-16,Hygiene Kits,27,13,50,0.0,Truck,Yes,Clear,10,201
DEL-00217,IC-0099,Bahia Verde,2025-09-16,Medical Supplies,19,9,50,0.8,Boat,Yes,Clear,7,207
DEL-00218,IC-0099,Bahia Verde,2025-09-16,Food,907,710,335,0.0,Truck,Yes,Clear,9,212
DEL-00219,IC-0099,Bahia Verde,2025-09-16,Water,184,79,71,2.1,Boat,Yes,Clear,9,289
DEL-00220,IC-0100,Bahia Verde,2025-09-16,Food,893,571,453,1.8,Truck,Yes,Clear,11,1007
DEL-00221,IC-0100,Bahia Verde,2025-09-16,Water,1574,559,416,4.7,Boat,Yes,Clear,9,963
DEL-00222,IC-0100,Bahia Verde,2025-09-16,Water,514,272,222,0.2,Helicopter,Yes,Clear,10,1050
DEL-00223,IC-0100,Bahia Verde,2025-09-16,Water,1360,842,593,1.7,Helicopter,Yes,Clear,8,1095
DEL-00224,IC-0109,Bahia Verde,2025-09-16,Food,1726,1581,597,1.5,Truck,Yes,Clear,11,897
DEL-00225,IC-0109,Bahia Verde,2025-09-16,Food,1096,664,695,2.7,Truck,Yes,Clear,13,771
DEL-00226,IC-0109,Bahia Verde,2025-09-16,Hygiene Kits,593,468,770,3.9,Boat,Yes,Clear,12,920
DEL-00227,IC-0117,Bahia Verde,2025-09-16,Medical Supplies,240,55,763,4.8,Truck,Limited,Clear,12,956
DEL-00228,IC-0117,Bahia Verde,2025-09-16,Shelter Materials,27,11,149,6.3,Boat,Limited,Clear,8,738
DEL-00229,IC-0117,Bahia Verde,2025-09-16,Food,1821,870,779,3.1,Truck,Limited,Clear,8,745
DEL-00230,IC-0117,Bahia Verde,2025-09-16,Water,277,109,98,2.3,Truck,Limited,Clear,6,650
DEL-00231,IC-0121,Bahia Verde,2025-09-16,Food,1192,754,426,1.3,Helicopter,Yes,Clear,8,406
DEL-00232,IC-0121,Bahia Verde,2025-09-16,Shelter Materials,29,13,259,1.7,Truck,Yes,Clear,7,529
DEL-00233,IC-0121,Bahia Verde,2025-09-16,Medical Supplies,71,38,604,3.2,Truck,Yes,Clear,8,397
DEL-00234,IC-0123,Bahia Verde,2025-09-16,Water,1562,651,529,6.7,Boat,Yes,Clear,6,639
DEL-00235,IC-0123,Bahia Verde,2025-09-16,Water,1852,1005,537,3.8,Truck,Yes,Clear,10,743
DEL-00236,IC-0123,Bahia Verde,2025-09-16,Water,1986,633,819,0.6,Truck,Yes,Clear,5,681
DEL-00237,IC-0123,Bahia Verde,2025-09-16,Food,560,287,339,2.1,Helicopter,Yes,Clear,2,791
DEL-00238,IC-0124,Bahia Verde,2025-09-16,Hygiene Kits,281,160,808,0.4,Truck,Yes,Clear,12,1596
DEL-00239,IC-0124,Bahia Verde,2025-09-16,Water,2969,1482,803,1.6,Truck,Yes,Clear,8,1833
DEL-00240,IC-0124,Bahia Verde,2025-09-16,Shelter Materials,56,41,649,3.0,Truck,Yes,Clear,12,1577
DEL-00241,IC-0124,Bahia Verde,2025-09-16,Medical Supplies,340,167,905,1.5,Helicopter,Yes,Clear,7,1878
DEL-00242,IC-0135,Rincon del Este,2025-09-16,Water,126,17,50,6.7,Truck,Limited,Clear,4,314
DEL-00243,IC-0135,Rincon del Este,2025-09-16,Water,1373,577,358,4.3,Truck,Limited,Clear,9,347
DEL-00244,IC-0149,Rincon del Este,2025-09-16,Water,187,99,50,0.8,Truck,Yes,Clear,8,397
DEL-00245,IC-0149,Rincon del Este,2025-09-16,Medical Supplies,88,53,287,2.3,Truck,Yes,Clear,7,386
DEL-00246,IC-0149,Rincon del Este,2025-09-16,Medical Supplies,56,25,357,2.5,Truck,Yes,Clear,4,504
DEL-00247,IC-0006,Puerto Nuevo,2025-09-16,Food,1982,1453,686,0.0,Truck,Yes,Clear,7,1603
DEL-00248,IC-0006,Puerto Nuevo,2025-09-16,Food,1497,1045,853,1.7,Truck,Yes,Clear,5,1403
DEL-00249,IC-0007,Puerto Nuevo,2025-09-16,Hygiene Kits,369,189,1115,1.5,Truck,Yes,Clear,8,1432
DEL-00250,IC-0007,Puerto Nuevo,2025-09-16,Medical Supplies,266,141,976,0.0,Truck,Yes,Clear,6,1791
DEL-00251,IC-0010,Puerto Nuevo,2025-09-16,Medical Supplies,14,5,50,5.6,Boat,Limited,Clear,7,569
DEL-00252,IC-0010,Puerto Nuevo,2025-09-16,Water,861,427,320,4.5,Truck,Limited,Clear,6,733
DEL-00253,IC-0010,Puerto Nuevo,2025-09-16,Food,855,529,316,3.2,Helicopter,Limited,Clear,11,833
DEL-00254,IC-0010,Puerto Nuevo,2025-09-16,Medical Supplies,116,48,392,2.8,Truck,Limited,Clear,7,536
DEL-00255,IC-0012,Puerto Nuevo,2025-09-16,Medical Supplies,152,70,1424,2.1,Truck,Yes,Clear,11,3004
DEL-00256,IC-0016,Puerto Nuevo,2025-09-16,Food,2904,2020,1174,4.7,Helicopter,Limited,Clear,10,3182
DEL-00257,IC-0016,Puerto Nuevo,2025-09-16,Shelter Materials,131,42,1668,3.1,Truck,Limited,Clear,12,2843
DEL-00258,IC-0016,Puerto Nuevo,2025-09-16,Hygiene Kits,677,276,1200,4.8,Truck,Limited,Clear,5,2455
DEL-00259,IC-0018,Puerto Nuevo,2025-09-16,Medical Supplies,139,100,534,2.7,Helicopter,Yes,Clear,8,802
DEL-00260,IC-0018,Puerto Nuevo,2025-09-16,Water,788,213,239,0.0,Helicopter,Yes,Clear,6,871
DEL-00261,IC-0018,Puerto Nuevo,2025-09-16,Water,2080,998,605,3.7,Truck,Yes,Clear,5,846
DEL-00262,IC-0018,Puerto Nuevo,2025-09-16,Water,1774,1468,637,0.7,Truck,Yes,Clear,6,674
DEL-00263,IC-0022,Puerto Nuevo,2025-09-16,Shelter Materials,239,175,2149,2.8,Truck,Yes,Clear,5,3532
DEL-00264,IC-0025,Puerto Nuevo,2025-09-16,Food,370,262,238,1.0,Truck,Yes,Clear,5,914
DEL-00265,IC-0025,Puerto Nuevo,2025-09-16,Food,1333,1036,532,3.2,Boat,Yes,Clear,6,861
DEL-00266,IC-0025,Puerto Nuevo,2025-09-16,Water,2895,2275,763,4.7,Truck,Yes,Clear,5,775
DEL-00267,IC-0025,Puerto Nuevo,2025-09-16,Water,2179,1057,643,4.7,Truck,Yes,Clear,8,1084
DEL-00268,IC-0026,Puerto Nuevo,2025-09-16,Shelter Materials,10,5,50,1.4,Truck,Yes,Clear,8,217
DEL-00269,IC-0026,Puerto Nuevo,2025-09-16,Shelter Materials,48,26,414,3.9,Boat,Yes,Clear,12,349
DEL-00270,IC-0026,Puerto Nuevo,2025-09-16,Medical Supplies,41,22,208,3.9,Truck,Yes,Clear,6,343
DEL-00271,IC-0026,Puerto Nuevo,2025-09-16,Food,80,51,50,3.0,Truck,Yes,Clear,8,282
DEL-00272,IC-0027,Puerto Nuevo,2025-09-16,Food,4393,439,2262,5.5,Truck,No,Clear,11,5011
DEL-00273,IC-0027,Puerto Nuevo,2025-09-16,Hygiene Kits,882,344,2111,6.7,Helicopter,No,Clear,9,3623
DEL-00274,IC-0027,Puerto Nuevo,2025-09-16,Medical Supplies,239,35,2100,5.3,Helicopter,No,Clear,6,4837
DEL-00275,IC-0029,Puerto Nuevo,2025-09-16,Medical Supplies,11,5,50,0.9,Truck,Yes,Clear,9,100
DEL-00276,IC-0032,Puerto Nuevo,2025-09-16,Hygiene Kits,34,19,50,1.1,Truck,Yes,Clear,11,100
DEL-00277,IC-0035,Puerto Nuevo,2025-09-16,Hygiene Kits,169,67,440,3.0,Boat,Yes,Clear,8,1046
DEL-00278,IC-0035,Puerto Nuevo,2025-09-16,Medical Supplies,143,64,672,1.6,Truck,Yes,Clear,6,1161
DEL-00279,IC-0035,Puerto Nuevo,2025-09-16,Water,791,524,326,1.9,Truck,Yes,Clear,6,937
DEL-00280,IC-0037,Puerto Nuevo,2025-09-16,Medical Supplies,366,291,1260,1.5,Helicopter,Yes,Clear,8,3145
DEL-00281,IC-0038,Puerto Nuevo,2025-09-16,Hygiene Kits,196,111,380,4.6,Boat,Yes,Clear,7,272
DEL-00282,IC-0038,Puerto Nuevo,2025-09-16,Water,1415,1011,584,0.6,Truck,Yes,Clear,2,177
DEL-00283,IC-0038,Puerto Nuevo,2025-09-16,Food,290,81,166,2.3,Truck,Yes,Clear,9,161
DEL-00284,IC-0039,Puerto Nuevo,2025-09-16,Hygiene Kits,23,6,50,7.1,Boat,Limited,Clear,7,138
DEL-00285,IC-0041,Puerto Nuevo,2025-09-16,Shelter Materials,43,18,578,3.2,Truck,Limited,Clear,13,777
DEL-00286,IC-0041,Puerto Nuevo,2025-09-16,Hygiene Kits,141,54,423,3.8,Helicopter,Limited,Clear,8,754
DEL-00287,IC-0041,Puerto Nuevo,2025-09-16,Hygiene Kits,68,19,213,3.4,Truck,Limited,Clear,10,508
DEL-00288,IC-0043,Puerto Nuevo,2025-09-16,Food,94,43,50,3.9,Truck,Limited,Clear,5,135
DEL-00289,IC-0045,Puerto Nuevo,2025-09-16,Food,181,115,106,2.8,Truck,Yes,Clear,5,100
DEL-00290,IC-0045,Puerto Nuevo,2025-09-16,Food,846,560,372,0.6,Truck,Yes,Clear,10,103
DEL-00291,IC-0045,Puerto Nuevo,2025-09-16,Medical Supplies,13,6,50,4.1,Helicopter,Yes,Clear,9,120
DEL-00292,IC-0046,Sierra Alta,2025-09-16,Shelter Materials,164,84,930,0.9,Truck,Yes,Clear,7,1082
DEL-00293,IC-0046,Sierra Alta,2025-09-16,Water,2654,1155,1025,1.5,Truck,Yes,Clear,6,1434
DEL-00294,IC-0046,Sierra Alta,2025-09-16,Medical Supplies,357,247,1001,4.9,Truck,Yes,Clear,2,1164
DEL-00295,IC-0046,Sierra Alta,2025-09-16,Water,1651,912,743,0.9,Truck,Yes,Clear,5,1509
DEL-00296,IC-0049,Sierra Alta,2025-09-16,Hygiene Kits,216,133,410,4.4,Truck,Yes,Clear,7,904
DEL-00297,IC-0049,Sierra Alta,2025-09-16,Water,1752,1365,525,0.8,Helicopter,Yes,Clear,10,732
DEL-00298,IC-0049,Sierra Alta,2025-09-16,Medical Supplies,143,106,533,2.4,Truck,Yes,Clear,12,1008
DEL-00299,IC-0052,Sierra Alta,2025-09-16,Food,110,37,50,2.1,Truck,Yes,Clear,7,122
DEL-00300,IC-0052,Sierra Alta,2025-09-16,Hygiene Kits,280,141,369,0.0,Truck,Yes,Clear,6,100
DEL-00301,IC-0052,Sierra Alta,2025-09-16,Food,133,79,50,3.6,Boat,Yes,Clear,8,111
DEL-00302,IC-0059,Sierra Alta,2025-09-16,Water,2195,1456,833,2.8,Boat,Yes,Clear,9,1546
DEL-00303,IC-0059,Sierra Alta,2025-09-16,Shelter Materials,54,30,642,0.0,Truck,Yes,Clear,10,1260
DEL-00304,IC-0059,Sierra Alta,2025-09-16,Medical Supplies,360,281,994,2.4,Truck,Yes,Clear,6,2134
DEL-00305,IC-0059,Sierra Alta,2025-09-16,Food,3615,1420,1359,1.1,Truck,Yes,Clear,8,1873
DEL-00306,IC-0060,Sierra Alta,2025-09-16,Water,5080,894,1332,3.0,Helicopter,Limited,Clear,6,1329
DEL-00307,IC-0062,Sierra Alta,2025-09-16,Food,136,73,50,2.8,Helicopter,Limited,Clear,4,213
DEL-00308,IC-0062,Sierra Alta,2025-09-16,Food,415,143,193,2.2,Boat,Limited,Clear,2,314
DEL-00309,IC-0062,Sierra Alta,2025-09-16,Shelter Materials,11,6,179,2.3,Truck,Limited,Clear,6,304
DEL-00310,IC-0063,Sierra Alta,2025-09-16,Water,1009,583,473,0.7,Truck,Yes,Clear,9,516
DEL-00311,IC-0065,Sierra Alta,2025-09-16,Shelter Materials,12,5,205,1.7,Truck,Yes,Clear,6,441
DEL-00312,IC-0065,Sierra Alta,2025-09-16,Food,80,54,50,0.0,Truck,Yes,Clear,9,434
DEL-00313,IC-0066,Sierra Alta,2025-09-16,Water,538,157,167,8.1,Boat,No,Clear,6,106
DEL-00314,IC-0066,Sierra Alta,2025-09-16,Food,93,11,50,4.4,Helicopter,No,Clear,7,100
DEL-00315,IC-0066,Sierra Alta,2025-09-16,Medical Supplies,51,5,171,5.5,Helicopter,No,Clear,8,139
DEL-00316,IC-0066,Sierra Alta,2025-09-16,Water,121,53,50,0.4,Helicopter,No,Clear,6,114
DEL-00317,IC-0068,Costa Sur,2025-09-16,Food,4489,2574,1641,2.1,Truck,Yes,Clear,10,3084
DEL-00318,IC-0068,Costa Sur,2025-09-16,Hygiene Kits,692,253,2037,3.1,Truck,Yes,Clear,14,3826
DEL-00319,IC-0068,Costa Sur,2025-09-16,Food,3050,1189,1896,0.7,Truck,Yes,Clear,10,3648
DEL-00320,IC-0068,Costa Sur,2025-09-16,Medical Supplies,295,84,1984,1.1,Truck,Yes,Clear,7,3233
DEL-00321,IC-0069,Costa Sur,2025-09-16,Shelter Materials,89,65,563,0.0,Truck,Yes,Clear,5,1008
DEL-00322,IC-0071,Costa Sur,2025-09-16,Hygiene Kits,285,98,407,1.3,Truck,Yes,Clear,10,112
DEL-00323,IC-0071,Costa Sur,2025-09-16,Water,110,55,50,1.7,Boat,Yes,Clear,5,100
DEL-00324,IC-0071,Costa Sur,2025-09-16,Water,764,361,305,3.1,Boat,Yes,Clear,6,110
DEL-00325,IC-0072,Costa Sur,2025-09-16,Shelter Materials,57,13,593,2.5,Truck,Yes,Clear,10,1082
DEL-00326,IC-0072,Costa Sur,2025-09-16,Food,1028,411,605,3.7,Truck,Yes,Clear,13,879
DEL-00327,IC-0072,Costa Sur,2025-09-16,Medical Supplies,205,45,965,2.7,Truck,Yes,Clear,4,1201
DEL-00328,IC-0072,Costa Sur,2025-09-16,Water,1263,683,579,0.8,Boat,Yes,Clear,8,970
DEL-00329,IC-0073,Costa Sur,2025-09-16,Hygiene Kits,908,266,1508,3.3,Helicopter,Yes,Clear,10,2122
DEL-00330,IC-0073,Costa Sur,2025-09-16,Medical Supplies,164,53,1377,0.1,Truck,Yes,Clear,14,2510
DEL-00331,IC-0073,Costa Sur,2025-09-16,Food,2374,694,1237,1.0,Truck,Yes,Clear,5,2019
DEL-00332,IC-0073,Costa Sur,2025-09-16,Shelter Materials,317,143,1672,2.6,Truck,Yes,Clear,6,2566
DEL-00333,IC-0074,Costa Sur,2025-09-16,Water,1889,1020,711,3.3,Truck,Yes,Clear,8,783
DEL-00334,IC-0074,Costa Sur,2025-09-16,Water,894,395,231,2.9,Truck,Yes,Clear,2,786
DEL-00335,IC-0074,Costa Sur,2025-09-16,Food,1109,621,415,1.0,Truck,Yes,Clear,11,689
DEL-00336,IC-0075,Costa Sur,2025-09-16,Water,151,35,50,5.0,Truck,Limited,Clear,5,164
DEL-00337,IC-0082,Costa Sur,2025-09-16,Hygiene Kits,288,73,762,0.9,Helicopter,Limited,Clear,11,729
DEL-00338,IC-0082,Costa Sur,2025-09-16,Water,903,480,385,3.6,Truck,Limited,Clear,6,842
DEL-00339,IC-0082,Costa Sur,2025-09-16,Water,1609,308,414,3.6,Helicopter,Limited,Clear,5,847
DEL-00340,IC-0083,Costa Sur,2025-09-16,Water,343,57,119,3.5,Truck,Limited,Clear,12,522
DEL-00341,IC-0083,Costa Sur,2025-09-16,Water,159,59,50,4.9,Boat,Limited,Clear,16,624
DEL-00342,IC-0084,Costa Sur,2025-09-16,Food,1625,636,552,2.3,Helicopter,No,Clear,7,924
DEL-00343,IC-0084,Costa Sur,2025-09-16,Medical Supplies,145,18,582,5.4,Truck,No,Clear,6,989
DEL-00344,IC-0090,Costa Sur,2025-09-16,Food,748,176,418,3.0,Truck,No,Clear,12,1131
DEL-00345,IC-0090,Costa Sur,2025-09-16,Food,1667,510,559,8.5,Boat,No,Clear,8,925
DEL-00346,IC-0090,Costa Sur,2025-09-16,Water,3191,603,874,6.3,Boat,No,Clear,5,1228
DEL-00347,IC-0090,Costa Sur,2025-09-16,Shelter Materials,112,45,877,6.4,Helicopter,No,Clear,5,1478
DEL-00348,IC-0094,Costa Sur,2025-09-16,Hygiene Kits,259,134,546,0.0,Helicopter,Yes,Clear,9,543
DEL-00349,IC-0094,Costa Sur,2025-09-16,Food,730,366,291,5.8,Boat,Yes,Clear,8,541
DEL-00350,IC-0094,Costa Sur,2025-09-16,Food,193,131,76,1.9,Truck,Yes,Clear,9,561
DEL-00351,IC-0097,Costa Sur,2025-09-16,Medical Supplies,97,19,531,3.4,Helicopter,Yes,Clear,7,598
DEL-00352,IC-0098,Bahia Verde,2025-09-16,Water,868,422,322,0.4,Truck,Yes,Clear,7,296
DEL-00353,IC-0098,Bahia Verde,2025-09-16,Shelter Materials,35,20,182,0.0,Truck,Yes,Clear,6,230
DEL-00354,IC-0098,Bahia Verde,2025-09-16,Medical Supplies,74,49,239,0.0,Helicopter,Yes,Clear,8,250
DEL-00355,IC-0101,Bahia Verde,2025-09-16,Medical Supplies,103,10,376,3.1,Helicopter,Yes,Clear,9,407
DEL-00356,IC-0101,Bahia Verde,2025-09-16,Water,643,344,191,2.0,Truck,Yes,Clear,8,405
DEL-00357,IC-0101,Bahia Verde,2025-09-16,Hygiene Kits,33,22,50,3.5,Truck,Yes,Clear,7,423
DEL-00358,IC-0107,Bahia Verde,2025-09-16,Water,417,116,208,2.0,Truck,Limited,Clear,8,115
DEL-00359,IC-0107,Bahia Verde,2025-09-16,Shelter Materials,31,13,268,7.6,Boat,Limited,Clear,6,132
DEL-00360,IC-0107,Bahia Verde,2025-09-16,Food,77,35,50,9.6,Boat,Limited,Clear,4,100
DEL-00361,IC-0110,Bahia Verde,2025-09-16,Food,1061,715,412,3.8,Truck,Yes,Clear,3,589
DEL-00362,IC-0110,Bahia Verde,2025-09-16,Food,907,614,389,4.8,Boat,Yes,Clear,6,630
DEL-00363,IC-0110,Bahia Verde,2025-09-16,Food,125,76,50,1.7,Helicopter,Yes,Clear,6,702
DEL-00364,IC-0110,Bahia Verde,2025-09-16,Food,1558,720,543,2.2,Truck,Yes,Clear,11,788
DEL-00365,IC-0125,Bahia Verde,2025-09-16,Water,1506,645,551,2.6,Truck,Limited,Clear,9,811
DEL-00366,IC-0125,Bahia Verde,2025-09-16,Food,821,424,432,2.7,Helicopter,Limited,Clear,6,765
DEL-00367,IC-0125,Bahia Verde,2025-09-16,Food,1823,611,755,4.1,Truck,Limited,Clear,8,1089
DEL-00368,IC-0125,Bahia Verde,2025-09-16,Shelter Materials,62,29,629,6.3,Truck,Limited,Clear,6,1014
DEL-00369,IC-0126,Rincon del Este,2025-09-16,Food,873,288,376,2.3,Truck,Yes,Clear,5,668
DEL-00370,IC-0126,Rincon del Este,2025-09-16,Food,369,180,218,2.4,Truck,Yes,Clear,7,511
DEL-00371,IC-0127,Rincon del Este,2025-09-16,Medical Supplies,283,49,1041,4.0,Truck,Limited,Clear,7,1785
DEL-00372,IC-0127,Rincon del Este,2025-09-16,Medical Supplies,184,72,927,3.2,Boat,Limited,Clear,7,1606
DEL-00373,IC-0127,Rincon del Este,2025-09-16,Food,2385,815,954,4.5,Truck,Limited,Clear,7,1704
DEL-00374,IC-0127,Rincon del Este,2025-09-16,Shelter Materials,179,77,923,4.1,Truck,Limited,Clear,3,1781
DEL-00375,IC-0130,Rincon del Este,2025-09-16,Shelter Materials,10,5,50,3.3,Truck,Yes,Clear,4,512
DEL-00376,IC-0130,Rincon del Este,2025-09-16,Medical Supplies,79,34,468,2.7,Truck,Yes,Clear,7,753
DEL-00377,IC-0131,Rincon del Este,2025-09-16,Medical Supplies,28,10,116,1.6,Boat,Limited,Clear,4,150
DEL-00378,IC-0131,Rincon del Este,2025-09-16,Water,191,97,50,2.6,Truck,Limited,Clear,10,133
DEL-00379,IC-0131,Rincon del Este,2025-09-16,Food,516,129,229,4.2,Helicopter,Limited,Clear,12,159
DEL-00380,IC-0133,Rincon del Este,2025-09-16,Shelter Materials,56,11,792,2.7,Truck,Limited,Clear,10,330
DEL-00381,IC-0133,Rincon del Este,2025-09-16,Shelter Materials,10,5,50,1.6,Helicopter,Limited,Clear,7,348
DEL-00382,IC-0133,Rincon del Este,2025-09-16,Medical Supplies,16,5,50,2.4,Helicopter,Limited,Clear,10,485
DEL-00383,IC-0134,Rincon del Este,2025-09-16,Water,856,139,243,4.6,Truck,Limited,Clear,13,491
DEL-00384,IC-0134,Rincon del Este,2025-09-16,Medical Supplies,123,62,383,4.8,Helicopter,Limited,Clear,7,474
DEL-00385,IC-0134,Rincon del Este,2025-09-16,Hygiene Kits,212,93,272,6.1,Boat,Limited,Clear,6,509
DEL-00386,IC-0137,Rincon del Este,2025-09-16,Water,2710,336,878,1.3,Boat,Yes,Clear,8,1704
DEL-00387,IC-0137,Rincon del Este,2025-09-16,Shelter Materials,50,16,273,4.3,Boat,Yes,Clear,3,1508
DEL-00388,IC-0137,Rincon del Este,2025-09-16,Medical Supplies,90,11,517,2.3,Truck,Yes,Clear,10,1706
DEL-00389,IC-0137,Rincon del Este,2025-09-16,Food,2540,1608,1017,1.3,Truck,Yes,Clear,7,1775
DEL-00390,IC-0145,Rincon del Este,2025-09-16,Food,113,85,50,1.1,Truck,Yes,Clear,10,100
DEL-00391,IC-0145,Rincon del Este,2025-09-16,Water,195,127,50,3.1,Boat,Yes,Clear,8,100
DEL-00392,IC-0146,Rincon del Este,2025-09-16,Medical Supplies,59,25,238,8.8,Boat,No,Clear,6,103
DEL-00393,IC-0146,Rincon del Este,2025-09-16,Medical Supplies,14,6,50,7.6,Boat,No,Clear,7,109
DEL-00394,IC-0146,Rincon del Este,2025-09-16,Water,116,47,50,8.8,Boat,No,Clear,11,114
DEL-00395,IC-0146,Rincon del Este,2025-09-16,Water,973,209,315,6.1,Helicopter,No,Clear,3,164
DEL-00396,IC-0150,Rincon del Este,2025-09-16,Water,160,121,50,2.9,Truck,Yes,Clear,5,100
DEL-00397,IC-0150,Rincon del Este,2025-09-16,Medical Supplies,10,5,50,2.4,Helicopter,Yes,Clear,10,128
DEL-00398,IC-0150,Rincon del Este,2025-09-16,Water,137,88,50,3.2,Truck,Yes,Clear,15,106
DEL-00399,IC-0001,Puerto Nuevo,2025-09-17,Water,3402,340,1188,4.1,Helicopter,Yes,Heavy Rain,8,2034
DEL-00400,IC-0008,Puerto Nuevo,2025-09-17,Hygiene Kits,35,13,50,7.3,Truck,Yes,Heavy Rain,11,112
DEL-00401,IC-0008,Puerto Nuevo,2025-09-17,Water,901,539,245,5.8,Truck,Yes,Heavy Rain,6,117
DEL-00402,IC-0008,Puerto Nuevo,2025-09-17,Food,131,75,50,5.9,Truck,Yes,Heavy Rain,12,100
DEL-00403,IC-0050,Sierra Alta,2025-09-17,Food,1209,380,598,5.4,Truck,Limited,Heavy Rain,9,872
DEL-00404,IC-0050,Sierra Alta,2025-09-17,Medical Supplies,103,42,654,6.9,Helicopter,Limited,Heavy Rain,6,784
DEL-00405,IC-0050,Sierra Alta,2025-09-17,Water,2525,483,661,7.9,Boat,Limited,Heavy Rain,5,746
DEL-00406,IC-0050,Sierra Alta,2025-09-17,Shelter Materials,39,10,365,7.2,Truck,Limited,Heavy Rain,10,750
DEL-00407,IC-0053,Sierra Alta,2025-09-17,Water,1470,375,537,8.9,Boat,Limited,Heavy Rain,5,1069
DEL-00408,IC-0078,Costa Sur,2025-09-17,Water,1107,516,476,2.2,Helicopter,Yes,Heavy Rain,6,1549
DEL-00409,IC-0079,Costa Sur,2025-09-17,Food,617,202,407,7.3,Truck,Limited,Heavy Rain,9,454
DEL-00410,IC-0079,Costa Sur,2025-09-17,Shelter Materials,10,5,50,6.2,Truck,Limited,Heavy Rain,9,363
DEL-00411,IC-0079,Costa Sur,2025-09-17,Medical Supplies,126,49,480,9.4,Boat,Limited,Heavy Rain,5,288
DEL-00412,IC-0089,Costa Sur,2025-09-17,Shelter Materials,58,28,888,5.6,Truck,Yes,Heavy Rain,10,1276
DEL-00413,IC-0099,Bahia Verde,2025-09-17,Food,213,139,72,3.6,Truck,Yes,Heavy Rain,7,292
DEL-00414,IC-0099,Bahia Verde,2025-09-17,Food,240,92,153,5.7,Truck,Yes,Heavy Rain,7,267
DEL-00415,IC-0100,Bahia Verde,2025-09-17,Water,589,298,198,5.7,Truck,Yes,Heavy Rain,4,972
DEL-00416,IC-0100,Bahia Verde,2025-09-17,Medical Supplies,68,37,444,4.2,Truck,Yes,Heavy Rain,6,804
DEL-00417,IC-0100,Bahia Verde,2025-09-17,Medical Supplies,46,26,465,4.7,Truck,Yes,Heavy Rain,10,991
DEL-00418,IC-0109,Bahia Verde,2025-09-17,Food,819,410,369,0.9,Truck,Yes,Heavy Rain,10,995
DEL-00419,IC-0109,Bahia Verde,2025-09-17,Water,1383,521,544,4.5,Truck,Yes,Heavy Rain,4,1139
DEL-00420,IC-0109,Bahia Verde,2025-09-17,Shelter Materials,53,8,666,4.4,Truck,Yes,Heavy Rain,6,1190
DEL-00421,IC-0117,Bahia Verde,2025-09-17,Water,1800,409,620,2.9,Truck,Limited,Heavy Rain,5,715
DEL-00422,IC-0117,Bahia Verde,2025-09-17,Food,1570,528,548,6.9,Helicopter,Limited,Heavy Rain,10,864
DEL-00423,IC-0121,Bahia Verde,2025-09-17,Food,1298,557,441,2.5,Truck,Yes,Heavy Rain,12,499
DEL-00424,IC-0121,Bahia Verde,2025-09-17,Food,519,118,261,4.6,Truck,Yes,Heavy Rain,8,379
DEL-00425,IC-0121,Bahia Verde,2025-09-17,Water,509,220,132,4.7,Truck,Yes,Heavy Rain,12,427
DEL-00426,IC-0123,Bahia Verde,2025-09-17,Shelter Materials,60,20,615,6.4,Truck,Yes,Heavy Rain,5,945
DEL-00427,IC-0124,Bahia Verde,2025-09-17,Medical Supplies,230,40,998,6.8,Boat,Yes,Heavy Rain,4,1307
DEL-00428,IC-0124,Bahia Verde,2025-09-17,Shelter Materials,133,20,1016,3.6,Truck,Yes,Heavy Rain,10,1415
DEL-00429,IC-0124,Bahia Verde,2025-09-17,Food,1861,781,1020,3.0,Truck,Yes,Heavy Rain,9,1890
DEL-00430,IC-0135,Rincon del Este,2025-09-17,Food,1807,845,755,8.1,Truck,Limited,Heavy Rain,14,392
DEL-00431,IC-0135,Rincon del Este,2025-09-17,Hygiene Kits,31,7,50,5.6,Truck,Limited,Heavy Rain,14,467
DEL-00432,IC-0135,Rincon del Este,2025-09-17,Shelter Materials,13,5,195,8.5,Truck,Limited,Heavy Rain,6,350
DEL-00433,IC-0149,Rincon del Este,2025-09-17,Shelter Materials,12,5,75,1.6,Truck,Yes,Heavy Rain,8,344
DEL-00434,IC-0149,Rincon del Este,2025-09-17,Medical Supplies,46,5,431,1.8,Helicopter,Yes,Heavy Rain,10,316
DEL-00435,IC-0149,Rincon del Este,2025-09-17,Food,1093,464,505,6.8,Boat,Yes,Heavy Rain,6,373
DEL-00436,IC-0149,Rincon del Este,2025-09-17,Medical Supplies,11,5,109,4.0,Truck,Yes,Heavy Rain,6,367
DEL-00437,IC-0006,Puerto Nuevo,2025-09-17,Shelter Materials,54,12,634,2.6,Helicopter,Yes,Heavy Rain,5,1258
DEL-00438,IC-0006,Puerto Nuevo,2025-09-17,Medical Supplies,84,23,277,4.1,Boat,Yes,Heavy Rain,8,1565
DEL-00439,IC-0007,Puerto Nuevo,2025-09-17,Shelter Materials,175,61,990,2.1,Truck,Yes,Heavy Rain,7,1584
DEL-00440,IC-0007,Puerto Nuevo,2025-09-17,Hygiene Kits,354,160,859,5.5,Truck,Yes,Heavy Rain,9,1341
